Número Movimiento;Nombre;Ciudad;Fecha de movimiento;Valor de movimiento;Tipo;Banco;Imagen;Forma de pago
199;Termopot;Nueva York;20/02/2020;$11.822,40;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
200;Termopot;Chicago;20/02/2020;-$14.236,50;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
201;Depinus;Nueva York;20/02/2020;-$13.794,48;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
202;Ykk Do Brasil;Houston;20/02/2020;$147.584,21;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
203;Maringa Soldas;Chicago;22/02/2020;$172.797,91;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
204;Indaia;Chicago;22/02/2020;-$13.182,40;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
205;Xcmg;Houston;22/02/2020;$38.593,90;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
206;Xavantina;Chicago;22/02/2020;$76.997,82;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
207;Xavantina;Nueva York;22/02/2020;-$3.823,82;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
208;Yorg;Nueva York;22/02/2020;$22.169,61;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
209;Zaccaria;Nueva York;22/02/2020;$20.848,56;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
210;Yabora;Houston;22/02/2020;$5.484,04;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
211;Weg Amazonia;Chicago;22/02/2020;$18.778,90;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
212;Xcmg;Los Ángeles;22/02/2020;$4.998,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
213;Weg Amazonia;Houston;22/02/2020;$20.237,57;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
214;Yorg;Los Ángeles;22/02/2020;$6.067,69;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
215;Zaccaria;Houston;22/02/2020;$18.979,42;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
216;Yabora;Chicago;22/02/2020;$4.998,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
217;Tempo Energia;Nueva York;23/02/2020;$11.158,80;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
218;Tempo Energia;Chicago;23/02/2020;$5.378,09;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
219;Agua Mineral Villa;Nueva York;24/02/2020;$17.146,60;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
220;Indaia;Chicago;24/02/2020;$4.998,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
221;Indaia;Nueva York;24/02/2020;$4.998,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
222;Indaia;Los Ángeles;24/02/2020;$4.998,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
223;Elkem Carboderivados;Chicago;25/02/2020;$9.946,90;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
224;Elian;Chicago;28/02/2020;-$814,10;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
225;Elian;Nueva York;28/02/2020;-$2.234,86;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
226;Gnu Pet;Houston;28/02/2020;-$1.707,30;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
227;Terphane Ne;Los Ángeles;28/02/2020;$156.513,42;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
228;Elian;Chicago;28/02/2020;$22.212,69;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
229;Gnu Pet;Chicago;28/02/2020;$22.212,69;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
230;Ind Plasticas Conquista;Chicago;28/02/2020;$22.212,71;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
231;Terphane Ne;Chicago;28/02/2020;$824,32;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
232;Elian;Los Ángeles;28/02/2020;$36.573,50;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
233;Gnu Pet;Chicago;28/02/2020;-$10.352,55;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
234;Terphane Ne;Nueva York;28/02/2020;$22.439,71;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
235;Canoas Shopping;Los Ángeles;1/03/2020;$29.222,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
236;Teslacom;Chicago;2/03/2020;$4.000.511,36;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
237;Unimed Bh;Nueva York;2/03/2020;$11.342,96;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
238;Candengo;Chicago;3/03/2020;$2.426.840,67;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
239;Candengo;Los Ángeles;3/03/2020;-$458,08;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
240;Candengo;Houston;3/03/2020;-$1.146,08;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
241;Candengo;Nueva York;3/03/2020;$7.068,27;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
242;Candengo;Chicago;3/03/2020;$9.073,24;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
243;Indaia;Nueva York;3/03/2020;$7.513,07;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
244;Bela Vista Tijolos;Los Ángeles;6/03/2020;$8.463,32;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
245;Bela Vista Tijolos;Houston;6/03/2020;$7.289,15;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
246;Candura;Los Ángeles;7/03/2020;$7.980,53;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
247;Ind De Moveis Thb;Chicago;7/03/2020;$7.970,02;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
248;Ind Plasticas Conquista;Nueva York;7/03/2020;$8.388,66;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
249;Nova Olinda B;Chicago;8/03/2020;$8.066,67;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
250;Elkem Carboderivados;Houston;8/03/2020;$1.362.370,50;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
251;Nova Olinda B;Los Ángeles;8/03/2020;-$13.088,81;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
252;Nova Olinda B;Houston;8/03/2020;-$23.009,74;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
253;Nova Olinda B;Nueva York;8/03/2020;-$12.986,65;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
254;Nova Olinda B;Nueva York;8/03/2020;-$11.705,30;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
255;Nova Olinda B;Houston;8/03/2020;-$30.993,52;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
256;Nova Olinda B;Chicago;8/03/2020;$31.757,44;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
257;Nova Olinda B;Chicago;8/03/2020;$67.233,29;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
258;Nova Olinda B;Chicago;8/03/2020;-$10.848,43;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
259;Hosp Sao Francisco Saude;Houston;9/03/2020;$7.321,25;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
260;Yabora;Houston;9/03/2020;$7.476,89;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
261;Yabora;Los Ángeles;9/03/2020;$7.538,71;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
262;Xcmg;Chicago;9/03/2020;$7.552,45;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
263;Yamada Matriz;Houston;9/03/2020;$7.253,34;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
264;Yara Brasil;Chicago;9/03/2020;$7.177,81;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
265;Zaccaria;Houston;9/03/2020;$8.094,20;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
266;Ykk Do Brasil;Chicago;9/03/2020;$7.031,30;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
267;Xcmg;Houston;9/03/2020;$8.286,06;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
268;Yamada Matriz;Chicago;9/03/2020;$7.861,36;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
269;Ind De Moveis Thb;Houston;9/03/2020;$30.338,94;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
270;Yara Brasil;Los Ángeles;9/03/2020;$26.409,16;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
271;Zaccaria;Chicago;9/03/2020;$28.020,38;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
272;Ykk Do Brasil;Chicago;9/03/2020;$25.889,23;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
273;Hospital Adventista Silvestre;Nueva York;10/03/2020;$27.209,43;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
274;Libraga Brandao Pi;Los Ángeles;10/03/2020;-$883,19;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
275;Vetore;Houston;10/03/2020;-$1.662,19;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
276;Nova Olinda B;Houston;10/03/2020;-$7.715,40;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
277;Nova Olinda B;Houston;10/03/2020;-$30.080,82;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
278;Nova Olinda B;Los Ángeles;10/03/2020;$162.474,76;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
279;Nova Olinda B;Chicago;10/03/2020;$4.879,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
280;Nova Olinda B;Nueva York;10/03/2020;$5.576,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
281;Nova Olinda B;Houston;10/03/2020;$2.788,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
282;Nova Olinda B;Chicago;10/03/2020;$4.879,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
283;Nova Olinda B;Chicago;10/03/2020;$5.576,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;MercadoPago
284;Nova Olinda B;Los Ángeles;10/03/2020;$2.788,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
285;Nova Olinda B;Los Ángeles;10/03/2020;$3.645,31;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;MercadoPago
286;Hosp Sao Francisco Saude;Los Ángeles;13/03/2020;$3.673,19;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Tarjeta
287;Bela Vista Tijolos;Los Ángeles;13/03/2020;$725.090,46;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Efectivo
288;Elkem Carboderivados;Houston;13/03/2020;-$3.545,05;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
289;Rer Plasticos;Los Ángeles;13/03/2020;-$11.190,27;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
290;Resende Shop;Los Ángeles;13/03/2020;-$19.385,21;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
291;Rer Plasticos;Nueva York;13/03/2020;$3.694,10;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
292;Resende Shop;Chicago;13/03/2020;$167.606,07;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
293;Rer Plasticos;Houston;13/03/2020;$3.694,10;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
294;Resende Shop;Los Ángeles;13/03/2020;-$5.618,03;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
295;Gold Energia;Los Ángeles;15/03/2020;$183,56;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
296;Diamante Iii;Chicago;16/03/2020;$2.439,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
297;Elkem Carboderivados;Nueva York;16/03/2020;$2.788,00;Recibido;Santander;https://i.ibb.co/8BvyVd7/4.png;Paypal
298;Unimed Sjrp;Nueva York;16/03/2020;$4.321,40;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
299;Diamante Iii;Houston;16/03/2020;$2.439,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
300;Unimed Sjrp;Nueva York;16/03/2020;$2.439,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
301;Diamante Iii;Chicago;16/03/2020;$4.321,40;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
302;Unimed Sjrp;Nueva York;16/03/2020;$2.788,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
303;Unimed Sjrp;Nueva York;16/03/2020;$2.439,50;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
304;Libra Energia;Chicago;17/03/2020;-$38.837,72;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
305;Libra Energia;Los Ángeles;17/03/2020;-$7.937,86;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
306;Libra Energia;Nueva York;17/03/2020;$4.530,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
307;Libra Energia;Houston;17/03/2020;$6.063,90;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
308;Libra Energia;Nueva York;17/03/2020;$6.063,90;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
309;Agropalma;Nueva York;20/03/2020;$4.652,76;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
310;Bela Vista Tijolos;Houston;20/03/2020;$709.840,33;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
311;Canoas Shopping;Nueva York;20/03/2020;$13.845,39;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
312;Hospital Evangelico;Nueva York;20/03/2020;$13.552,14;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
313;Hospital Evangelico;Nueva York;20/03/2020;$12.762,70;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
314;Hospital Evangelico;Los Ángeles;20/03/2020;$161.483,85;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
315;Hospital Evangelico;Nueva York;20/03/2020;-$205,98;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
316;Agropalma;Nueva York;21/03/2020;-$8.117,27;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
317;Ind De Moveis Thb;Nueva York;22/03/2020;$127.935,53;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;MercadoPago
318;Canoas Shopping;Nueva York;23/03/2020;-$13.397,48;Pagado;Santander;https://i.ibb.co/8BvyVd7/4.png;Efectivo
319;Ind De Moveis Thb;Chicago;23/03/2020;$138.399,04;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
320;Xavantina;Houston;24/03/2020;$103.392,18;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
321;Xavantina;Houston;24/03/2020;$73.915,15;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
322;Weg Amazonia;Nueva York;24/03/2020;$7.200,63;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
323;Zaccaria;Houston;24/03/2020;$3.458,53;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
324;Hospital Evangelico;Nueva York;24/03/2020;$3.888,04;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
325;Hospital Evangelico;Nueva York;24/03/2020;$7.330,71;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
326;Hospital Evangelico;Los Ángeles;24/03/2020;$3.586,39;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
327;Zaccaria;Nueva York;24/03/2020;$25.568,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
328;Ype - Quimica;Los Ángeles;24/03/2020;$4.105,76;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
329;Weg Amazonia;Chicago;24/03/2020;$3.708,78;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
330;Ype - Quimica;Houston;24/03/2020;$25.568,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
331;Hospital Evangelico;Chicago;24/03/2020;$4.023,48;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
332;Hospital Evangelico;Los Ángeles;24/03/2020;$25.568,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Efectivo
333;Yorg;Nueva York;25/03/2020;$25.568,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
334;Yorg;Houston;25/03/2020;$25.568,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
335;Elkem Carboderivados;Nueva York;28/03/2020;$8.968,58;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
336;Agroaves Ltda;Nueva York;29/03/2020;$19.730,22;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
337;Bela Vista Tijolos;Chicago;30/03/2020;-$148.038,97;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
338;Ind De Moveis Thb;Nueva York;30/03/2020;$8.500,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
339;Diamante Geracao;Chicago;31/03/2020;$152.806,49;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
340;Eliza Plasticos;Chicago;31/03/2020;$182.626,30;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
341;Fiacao S Bento;Nueva York;31/03/2020;$148.557,15;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
342;Fiatece Sg;Nueva York;31/03/2020;$2.884,59;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
343;Hosp Stapaula;Los Ángeles;31/03/2020;$2.658,93;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
344;Libnet Comunicacao;Chicago;31/03/2020;$165.375,39;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
345;Nova Olinda Norte;Los Ángeles;31/03/2020;-$34.603,59;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
346;Unimed Sjrp;Houston;31/03/2020;$144.801,10;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Tarjeta
347;Unimed Ara;Houston;31/03/2020;-$6.728,86;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
348;Renova;Los Ángeles;31/03/2020;-$42.971,46;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
349;Libra Energia;Houston;31/03/2020;-$364.602,46;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
350;Renova;Nueva York;31/03/2020;$7.667,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
351;Renova;Chicago;31/03/2020;-$11.502,23;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
352;Renova;Nueva York;31/03/2020;$23.343,56;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;MercadoPago
353;Renova;Los Ángeles;31/03/2020;$22.606,83;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
354;Libra Energia;Chicago;31/03/2020;$23.064,44;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
355;Libra Energia;Los Ángeles;31/03/2020;$10.561,98;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
356;Libra Energia;Nueva York;31/03/2020;$1.774,17;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
357;Libra Energia;Los Ángeles;31/03/2020;$9.966,34;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
358;Libra Energia;Los Ángeles;31/03/2020;$11.084,74;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
359;Libra Energia;Los Ángeles;31/03/2020;-$41,51;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
360;Unimed Poa;Chicago;4/04/2020;-$2.860.580,67;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
361;Capricho;Los Ángeles;5/04/2020;$53.163,76;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
362;Ind De Moveis Thb;Los Ángeles;5/04/2020;$8.364,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
363;Ind De Moveis Thb;Chicago;5/04/2020;$2.439,50;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
364;Eletrosul;Chicago;6/04/2020;$2.439,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
365;Goiasfiller;Chicago;6/04/2020;$3.485,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
366;Unilever Igarassu;Nueva York;6/04/2020;$2.927,40;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;MercadoPago
367;Elkem Carboderivados;Los Ángeles;7/04/2020;$2.490,74;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
368;Weg Amazonia;Houston;7/04/2020;$2.854,91;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
369;Yabora;Chicago;7/04/2020;$8.364,00;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
370;Yara Brasil;Nueva York;7/04/2020;$2.788,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
371;Zaccaria;Nueva York;7/04/2020;$3.485,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
372;Yamada Matriz;Houston;7/04/2020;$2.927,40;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
373;Yabora;Nueva York;7/04/2020;$2.498,08;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
374;Yamada Matriz;Houston;7/04/2020;-$1.727.170,95;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
375;Yara Brasil;Chicago;7/04/2020;-$221.420,05;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
376;Zaccaria;Houston;7/04/2020;-$401.900,10;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Tarjeta
377;Ykk Do Brasil;Nueva York;7/04/2020;$2.788,00;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
378;Ykk Do Brasil;Houston;7/04/2020;$3.833,50;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
379;Wasser Kraft;Nueva York;7/04/2020;$2.788,00;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
380;Weg Amazonia;Los Ángeles;7/04/2020;$3.833,50;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Efectivo
381;Wasser Kraft;Chicago;7/04/2020;$1.426,81;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
382;Caramuru Pie I;Houston;11/04/2020;$2.550,00;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
383;Unimin;Nueva York;11/04/2020;$397,56;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
384;Ind De Moveis Thb;Nueva York;11/04/2020;$2.152,44;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
385;Bello Racao;Los Ángeles;12/04/2020;$2.192,66;Recibido;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Paypal
386;Caramuru Pie I;Nueva York;12/04/2020;-$27.220,90;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
387;Diamante Iii;Nueva York;12/04/2020;-$1.875,30;Pagado;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
388;Diamante Iii;Chicago;12/04/2020;-$1.758,02;Pagado;BBVA Bancomer;https://i.ibb.co/7GgKx4t/5.png;Efectivo
389;Diamante Iii;Chicago;12/04/2020;-$1.386,63;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Paypal
390;Ind Plasticas Conquista;Nueva York;12/04/2020;-$3.044,93;Pagado;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
391;Elizabeth Cimentos;Nueva York;13/04/2020;$12.034,07;Recibido;Citigroup;https://i.ibb.co/18SNjp9/3.png;Paypal
392;Dg Marel;Nueva York;18/04/2020;$3.136,50;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
393;Diana;Chicago;18/04/2020;$3.136,50;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
394;Vicunha Servicos;Los Ángeles;18/04/2020;$13.152,64;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Tarjeta
395;Vicunha Servicos;Chicago;18/04/2020;$12.881,81;Recibido;Bank Of America;https://i.ibb.co/C63d3hs/2.png;Paypal
396;Eletron;Houston;19/04/2020;-$55.102,95;Pagado;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;MercadoPago
397;Elizabeth Cimentos;Nueva York;19/04/2020;$173.313,98;Recibido;Chase Bank;https://i.ibb.co/7zvWdDM/1.png;Tarjeta
